Date,Startup Name,Industry,Sub-vertical,Location,Investors,Investment Type,Amount in USD,Website URL
04-09-2019,Atomberg Technology,Consumer Technology,"Consumer Electronics, Home Appliances",Mumbai,A91 Partners,Series A,10000000,http://atomberg.com/
04-09-2019,GOQii,Health and Wellness,Wearable Fitness Bands,Menlo Park,Bennett Coleman and Company Ltd (BCCL),Series C,450000000,http://goqii.com/
03-09-2019,Vyapar App,Accounting,Mobile-based Accounting Software,Bengaluru,"India Quotient, Axilor Ventures",Series A,5000000,https://vyaparapp.in/
27-08-2019,Rapido Bike Taxi,Transportation,Bike Taxi,Bengaluru,Westbridge Capital,Series B,3900000000,https://www.rapido.bike/
23-08-2019,Tala,FinTech,Digital Lending Platform,Santa Monica,RPS Ventures,Series D,110000000,http://tala.co/
23-08-2019,Zendrive,Automotive,Road Safety Analytics,San Francisco,XL Innovate,Series B,37000000,http://www.zendrive.com/
23-08-2019,AdmitKard,EdTech,University Admissions,Noida,Growth DNA,Seed Round,1000000,https://www.admitkard.com/
23-08-2019,Lo! Foods,Consumer Goods,Low carb food for Diabetics,Bengaluru,"Rashmi Daga (founder, FreshMenu), Raveen Sastry (co-founder, Myntra) and Mitesh Shah (finance chief, BookMyShow)",Seed Round,500000,https://lofoods.fit/
22-08-2019,INDwealth,FinTech,Wealth Management,Gurgaon,Tiger Global Management,Venture Round,15000000,https://www.indwealth.in/
21-08-2019,HungerBox,Food and Beverage,B2B Foodtech,Bengaluru,One97 Communications Ltd.,Series C,6590000,http://hungerbox.com/
19-08-2019,Mishry Reviews,Services,Product Review,Gurgaon,Vir Sanghvi,Series A,,https://mishry.com/
19-08-2019,Grofers,E-Commerce,Grocery Delivery,Gurgaon,Softbank Vision Fund,Series F,70000000,http://grofers.com/
13-08-2019,Uniphore,Customer Service Platform,Conversational AI,Palo Alto ,March Capital Partners,Series C,51000000,http://uniphore.com/
13-08-2019,Cars24,E-Commerce,Car Retail,Gurugram,MS Dhoni,Series D,11000000,https://www.cars24.com/
12-08-2019,Meesho,E-Commerce,Social Commerce,Bengaluru,Naspers,Series D,125000000,http://www.meesho.com/
01-08-2019,Pine Labs,Information Technology,Last-mile retail transaction technology,Noida,Pine Labs Pte Ltd,Corporate Round,38080000,https://www.pinelabs.com/
01-08-2019,CarDekho,E-Commerce,Automotive,Gurgaon,SC GG India Mobility Holdings LLC,Series C,20000000,http://www.cardekho.com/
01-08-2019,Progcap,Finance,Supply Chain Management,New Delhi,Sequoia India,Series A,5000000,http://www.progcap.com/
01-08-2019,MyPetrolPump,Retail,Fuel Delivery,Bengaluru,,Seed Funding Round,1600000,https://mypetrolpump.com/
01-08-2019,Alteria Capital,Finance,VC Funds,Mumbai,"Azim Premji, Binny Bansal",Single Venture,140000000,http://www.alteriacapital.com/
11-07-2019,Moglix,E-Commerce,Industrial Tools and Equipments,Singapore,"Composite Capital Management, Sequoia Capital India, Tiger Global Management",Series D,60000000,http://www.moglix.com/
10-07-2019,Ezyhaul,Tech,Logistics,Singapore,,Series B,16000000,https://ezyhaul.com/Account/AboutUs
10-07-2019,BYJU'S,EdTech,Education,Bengaluru,Qatar Investment Authority,Private Equity Round,150000000,http://byjus.com/
10-07-2019,HealthAssure,Health Care,Primary care medical network,Mumbai,Blume Ventures,Series A,2500000,https://www.healthassure.in/
10-07-2019,Indus OS,Tech,Smartphone Operating System,Andheri,Ventureast,Series B,5750000,http://www.indusos.com/
09-07-2019,House of Msasaba,Luxury Label,Clothes and Apparel,Mumbai,Binny Bansal,Series A,1000000,https://www.houseofmasaba.net/
08-07-2019,Board Infinity,EdTech,Full-stack career platform,Chembur,Multiple Angel Investors,Angel Round,319605,https://www.boardinfinity.com/
04-07-2019,Daalchini Technologies,Food and Beverage,Digital Vending Machine,New Delhi,Artha Venture,Seed Round,500000,https://www.daalchini.co.in/
03-07-2019,Ola Cabs,Transport,Cabs,Kormangala,"DIG Investment Ab, Deshe Holdings, Samih Toukan and Hussam Khoury",Series J,1000000,http://www.olacabs.com/
02-07-2019,Atlan,Information Technology,Big Data,Singapore,WaterBridge Ventures,Pre-Series A,2500000,https://atlan.com/
02-07-2019,RenewBuy,Finance,Auto Insurance,Gurgaon,"Lok Capital, IIFL Wealth",Series B,19000000,https://www.renewbuy.com/
01-07-2019,Uniphore,Artificial Intelligence,Speech Recognition,Taramani,March Capital Partners,Series C,38080000,http://uniphore.com/
01-07-2019,WizCounsel,Compliance,Consulting,New Delhi,Kapil Dev,Angel,145000,https://www.wizcounsel.com/
10-06-2019,Bolo App,Digital Media,Video Platform,Bengaluru ,Nexus Venture Partners,Seed Funding,430200,https://www.theboloapp.com/
10-06-2019,OkCredit,FinTech,Financial Services,Haryana,Tiger Global Management,Series A,15500000,https://www.okcredit.in/
08-06-2019,Vogo Automotive Pvt. Ltd.,Transportation,Dockless Scooter Rental Company,Karnataka,Alteria Capital,Debt Funding,3584000,http://www.vogo.in/
06-06-2019,Pratilipi,Digital Media,E-Books,Bengaluru,Qiming Venture Partners ,Series B,15109500,http://www.pratilipi.com/
06-06-2019,Biz2Credit,FinTech,Online Lending Platform,New York,WestBridge Capital,Series B,52000000,http://www.biz2credit.com/
06-06-2019,Chakr Innovation,Energy,Renewable Energy,New Delhi,IAN Fund,Series A,26000000,https://www.chakr.in/
06-06-2019,Sistema.bio,Agriculture,Hybrid Reactor Biodigestor,Nairobi,"Shell Foundation, DILA CAPITAL, Engie RDE Fund, EcoEnterprise Fund, EDFIMC (ElectriFI), Endeavor Catalyst Fund, CoCapital, Triodos, Alpha Mundi, and Lendahand",,2739034.68,http://sistema.bio/
05-06-2019,NoBroker,E-Commerce,Real Estate,Bengaluru,General Atlantic,Series C,51000000,http://www.nobroker.com/
04-06-2019,Bira91,Food and Beverage,Brewery,New Delhi,Anicut Capital,Debt Funding,10000000,http://www.bira91.com/
04-06-2019,Leegality,Services,Digital Documentation,Mumbai/Bengaluru,Mumbai Angels,Series A,3400000,https://leegality.com/
04-06-2019,BharatPe,Finance,FinTech,New Delhi,Insight Partners,Series B,75000000,https://www.bharatpe.com/
04-06-2019,Recykal,Waste Management Service,Optimization,Hyderabad,"Triton Investment Advisors, Pidilite Industries director Ajay Parekh ",pre-Series A,26000000,https://recykal.com/
03-06-2019,Agara Labs,Deep-Tech,Artificial Intelligence,Bengaluru,Blume Ventures and RTP Global,pre-Series A,2500000,http://www.agaralabs.com/
03-06-2019,FabHotels,E-Commerce,Hospitality,Gurgaon,"Goldman Sachs, Accel Partners and Qualcomm",,4889975.54,http://www.fabhotels.com/
03-06-2019,Avail Finance,Finance,FinTech,Bengaluru,Matrix Partners,Series A,9000000,https://www.availfinance.in/
31-05-2019,Bira91,Food and Beverage,Brewery,New Delhi,Sixth Sense Ventures,Series B,5600000,http://www.bira91.com/
30-05-2019,GlowRoad,E-commerce,Retail,Bengaluru,"Korea Investment Partners, Vertex Ventures",Series B,11500000,https://glowroad.com/
28-05-2019,Ather Energy,Automobile,Electric Vehicle,Bengaluru,Sachin Bansal,Series C,51000000,https://www.atherenergy.com/
28-05-2019,FreshVnF,Agtech,Fresh Agriculture Produces,Mumbai,Equanimity Ventures,Seed Round,140000000,https://freshvnf.com/
06-05-2019,Ola Electric ,Transport,Cabs,Bengaluru,Tata Sons,Series A,,https://www.mission-electric.in/
06-05-2019,Saahas Zero Waste ,Waste Management Service,Optimization,Bengaluru,C4D Partners, Venture - Series Unknown,868600,http://saahaszerowaste.com/
05-05-2019,StyleDotMe ,E-commerce,Fashion and Shopping,Delhi,"Indian Angel Network and other angel investors, Innov8 founder Ritesh Malik, Josh Talks founders Supriya Paul and Shobha Banga, and former Hero Corporate president Rohit Chanana",Bridge Round,,https://styledotme.com/
02-05-2019,Zenoti ,Saas,Beauty and Wellness Industry,Hyderabad,Tiger Global Management,Series C,50000000,https://www.zenoti.com/
01-05-2019,BlackBuck ,Transport,Logistics,Bengaluru,"Goldman Sachs Investment Partners and Silicon Valley-based Accel, Wellington, Sequoia Capital, B Capital, LightStreet, Sands Capital and International Finance Corporation,",Series D,150000000,https://www.blackbuck.com/
19-04-2019,My Healthcare,E-commerce,Software Solutions,Bengaluru and Gurugram,Sixth Sense Ventures,Series A,3000000,http://www.myhealthcare.co/
19-04-2019,KrazyBee,E-commerce,Lending Platform,Bengaluru,"BAC Acquisitions, Unifi AIF, BRD Securities, Northern R Capital",Debt,14342000,https://www.krazybee.com/
17-04-2019,Increff,Technology,Supply-chain technology solutions,Bengaluru,"021 Capita, Binny Bansal",Series A,3000000,https://www.increff.com/
17-04-2019,Shuttl,Transportation,Bus Aggregation,Gurugram,New Atlantic Ventures,Venture Round,5000000,https://ride.shuttl.com/
16-04-2019,Kuvera,Finance,Wealth Management,Bengaluru,Eight Roads,Series A,45000000,https://kuvera.in/
13-04-2019,Tripoto,Social Media,Travel,New Delhi,"Orchid India, Hornbill Orchid India Fund, Chiratae Ventures (formerly IDG Ventures), 3one4 Capital, Lasmer NV",Series B,3591375,https://www.tripoto.com/
12-04-2019,Medlife,E-commerce,Online Medicine,Bengaluru,Prasid Uno Family Trust,Private Equity,17000000,https://www.medlife.com/
12-04-2019,Azah,Health and Wellness,Organic wellness ,Gurugram,Unnamed angel investors,Seed Funding,200000,https://azah.in/
11-04-2019,CleverTap,SaaS,Mobile analytics and marketing,Mumbai,"Sequoia India, Tiger Global Management, Accel Partners",Series B,26000000,https://clevertap.com/
11-04-2019,Setu,Fintech,Banking,Bengaluru,Lightspeed India Partners,Seed Funding,3500000,https://www.linkedin.com/company/setu-software-systems-p-ltd-/about/
10-04-2019,Toppr,Edtech,E-learning,Mumbai,Milestone ,Debt and Preference capital,6320820,https://www.toppr.com/
10-04-2019,Craftsvilla,E-commerce,Fashion and Apparel,Mumbai,Supera Pte Ltd,Inhouse Funding,2443495,https://www.craftsvilla.com/
10-04-2019,Unacademy,Edtech,E-learning,Bengaluru,Kalyan Krishnamurthy,Seed/ Angel Funding,307000,https://unacademy.com/
10-04-2019,Kabadiwala,E-commerce,Waste Management,Bhopal,"Unilever, Beehive Capital Advisor, ABCOM Investments, Parekh Marine Transport, ",Private Equity,430665,https://www.thekabadiwala.com/
13-02-2019,NanoClean Global,Nanotechnology,Anti-Pollution,New Delhi,"LetsVenture, PitchRight Venture, 91SpringBoard, AL Nour International Holdings and Mark V Investments",Series A,600000,https://nasofilters.com
08-02-2019,Zilingo,Ecommerce,Fashion & Apparel,India/Singapore,"Sequoia Capital and Temasek Holdings, EDBI, Burda Principal Investments, and Sofina",Series D,226000000,https://zilingo.com/
01-02-2019,FleetX,AI,Logistics,Gurgaon,India Quotient and LetsVenture’s Angel Fund,Pre Series A,,https://www.fleetx.io/
04-01-2019,Samunnati Financial Intermediation & Services Pvt. Ltd,Finance,Non-banking financial company,Chennai,"MASSIF, a Dutch government fund",Debt-Funding,5000000,https://samfin.in/
04-01-2019,Vyome Therapeutics Inc. ,Health and Wellness,Specialty pharmaceutical ,India/US,"Iron Pillar, Perceptive Advisors, Romulus Capital and Kalaari Capital",Series D,22000000,http://www.vyometx.com/
03-01-2019,CarDekho,Automobile,Online Marketplace,Jaipur,"Sequoia India, Hillhouse Capital, Alphabet’s growth investment arm Capital G and Axis Bank",Series C,110000000,https://www.cardekho.com/
06-12-2018,BuildSupply,"SaaS, Ecommerce","Real Estate, ERP",Gurugram,"Venture Highway, GREE Ventures, Space Matrix, Individual Investors",Series A,3500000,https://www.buildsupply.com/
06-12-2018,ShopKirana,B2B,eCommerce,Indore," Info Edge, AET Fund, Akatsuki and Incubate Fund from Japan and Better Capital AngelList syndicate.",Seed Funding,2000000,www.shopkirana.com
04-12-2018,Manch,Social Media,Hyperlocal Content,Delhi, Stellaris Venture Partners ,Seed Funding,700000,www.manch.app/
04-12-2018,Nagpur Wholesale,Online Marketplace,eCommerce,Nagpur,Omphalos Ventures India LLP,Seed Funding,143000,https://www.nagpurwholesale.com/
02-12-2018, Guiddoo ,Travel Tech,Platform for travel agents,Mumbai,Individual Investors,Pre-Series A ,800000,https://www.guiddooworld.com/Login.aspx
02-12-2018,Career Anna ,Online Education,"Video-based certification, trainings",Gurugram,Individual Investors,Pre-Series A ,572000,https://www.careeranna.com/
01-12-2018,UrbanClap Technologies Pvt. Ltd,Services Platform,Home services marketplace,New Delhi,Steadview Capital and Vy Capital.,Series D,50000000,https://www.urbanclap.com/
25-11-2018, Roposo,Social Media,Video Sharing,Delhi,Bertelsmann India Investments ,Series B,1700000,https://www.roposo.com/
25-11-2018, InCred Finance,Finance,SME Lending,India,"Paragon Partners, Individual Investors",Private Equity,42000000,https://www.incred.com/
24-11-2018,Engineer.ai ,Software,AI Platform,India/US,"Lakestar and Jungle Ventures, Softbank’s DeepCore.",Series A,29500000,Engineer.ai 
23-11-2018,Signzy,Financial Tech,Digital Onboarding Solution,Mumbai/Bengaluru,"Stellaris Venture Partners and Kalaari Capital, Rajan Anandan from Google, Dilip Khandwelwal from SAP Labs India, and Amrish Rau from PayU India",Series A,3400000,https://signzy.com/
22-11-2018,Aavishkaar-Intellecap Group,Investment,SME Funding,Mumbai,Teachers Insurance and Annuity Association (TIAA),Equity Based Funding,31000000,https://www.aavishkaar.in/
22-11-2018,Skillbox,Social Network,Art,Gurugram,Individual investors ,Seed Funding,,https://www.skillboxes.com/
21-11-2018,Genius Corner,Education,Personalized Learning,Noida,Individual investors ,Seed Funding,278000,http://geniuscorner.com/GeniusCorner/
20-11-2018,HealthifyMe,Health and Wellness,Wellness Coach,Bengaluru,"Sistema Asia Fund, VC Samsung NEXT, Chiratae Ventures, Inventus Capital, Blume Ventures and Innoven Capital.",Series B (Extension),6000000,https://www.healthifyme.com/
19-11-2018,Automation Anywhere,Automation,Robotics,California,SoftBank Vision Fund,Series B,300000000,https://www.automationanywhere.com/
14-11-2018,CleanseCar,Services,Car Wash,Bengaluru,Venture Catalysts,Seed/ Angel Funding,500000,http://cleansecar.com/
13-11-2018,DriveU,Transport,On-Demand Drivers,Bengaluru,Stevens Creek Ventures,Mezzanine,1000000,https://driveu.in/
12-11-2018,MilkBAsket,Food,Micro-delivery grocery service,New Delhi,Mayfield Fund,Series B,1300000,https://milkbasket.com/
12-11-2018,Blackbuck,Food Tech,POS For Online Ordering,"New York, Bengaluru",Tiger Global,Series A,1000000,https://www.itsacheckmate.com/
08-11-2018,A&R Bon Vivants,Food,Meat Retail Chain,Jaipur,"RB Investments, Singapore",Equity ,1000000,
08-11-2018,Mobile Premier League,Gaming,Mobile e-Sports,Bengaluru,,Series A,500000,https://www.mpl.live/
06-11-2018,Meesho,Ecommerce,Social Commerce,Bengaluru,"Shunwei Capital, DST Partners and RPS Ventures",Series C,50000000,https://meesho.com/
03-11-2018,Veritas Finance Ltd.,NBFC,MSME Finance,Chennai,"Norwest Venture Partners, CDC Group, the UK’s Development Finance Institution and P Surendra Pai",Series D,27799000,https://www.veritasfin.in/
01-11-2018,GoDesi,Food and Beverage,Regional Flavours,Bengaluru,Lead Angels Network,Seed/ Angel Funding,138995,http://godesi.in/
12-10-2018,Blackbuck,Logistics Tech,Largest Trucking Platform,Bengaluru,Sequoia Capital India,Private Funding,14680000,https://www.blackbuck.com/
12-10-2018,LetsTransport,Logistics Tech,Book Trucks Online,Bengaluru,Fosun International,Series C,12000000,https://www.letstransport.in/
11-10-2018,Innov8,Real Estate,Co-Working,New Delhi,Credence Family Office,Pre-Series A,4000000,https://innov8.work/
05-10-2018,Droom,Automobile,New and Used Cars Platform,Gurgaon,ZigExN,Series E,3000000,https://droom.in//
04-10-2018,Grover Zampa,Food,Wine,Mumbai,Ravi Viswanathan,Private Equity,8200000,http://www.groverzampa.in/
02-10-2018,Origo Commodities India Pvt. Ltd,Logistics,Supply Chain,Hyderabad,"Cooperative Oikocredit, Caspian and Hivos-Triodos Fund ",Seed/ Angel Funding,11000000,http://origoindia.com/
01-10-2018,Northmist,Fashion,Mens Wear,Delhi,Prashant Jaiswal,Seed/ Angel Funding,,https://www.northmist.com/
12-09-2018,Kissht,Fin-Tech,Online lending Platform,Mumbai,"Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund, Fosun RZ Capital, Ventureast, and Endiya Partners.

",Private Equity,30000000,https://kissht.com
11-09-2018,Pharmeasy,Consumer Internet,Online Marketplace For Pharmaceutical Products,Mumbai,InnoVen Capital,Debt Funding,5500000,https://pharmeasy.in
11-09-2018,AutoGrid,Technology,AI-Based Energy Optimisation and Control Provider,Bengaluru,"CLP Holdings Group, Innogy, Ørstead, and Tenaska",Private Equity,32000000,https://www.auto-grid.com
11-09-2018,Upwards,Fin-Tech,Online Micro Lending Marketplace,Mumbai,"Shunwei Capital,Quotient, Mayfield & Others",Private Equity,5000000,http://go-upwards.com
10-09-2018,MamaEarth,Healthcare,Online Marketplace For Mother and Babycare Products,Gurugram,Stellaris Ventures & Others,Private Equity,4000000,https://mamaearth.in
06-09-2018,Dream11,Consumer Internet,Online Gaming Platform,Mumbai,"Tencent, Kalaari Capital and Private equity firm Multiples Alternate Asset Management",Private Equity,100000000,https://www.dream11.com
05-09-2018,Nykaa,Consumer Internet,Online Marketplace For Multi-brand Beauty Cosmetic and Wellness Products,Mumbai,Lighthouse,Private Equity,157200000,https://www.nykaa.com
05-09-2018,Mad Street Den,Technology,Computer Vision And Artificial Intelligence (Ai) Platform,Chennai,KDDI ,Private Equity,,https://www.madstreetden.com
04-09-2018,3HCare,Healthcare,Healthcare Service Provider,Delhi,,Seed / Angel Funding,1000000,https://www.3hcare.in
04-09-2018,HappyGoEasy,Consumer Internet,Online Travel Agecy,Gurugram,"Korea Investment Partners (KIP), Samsung and China-based CITIC Capital and others",Private Equity,,https://www.happyeasygo.com
